date	index
2018-02-17	14.23444
2018-02-18	19.73684
2018-02-19	22.12918
2018-02-20	23.32535
2018-02-21	20.09569
2018-02-22	19.61722
2018-02-23	22.00956
2018-02-24	23.32535
2018-02-25	36.1244
2018-02-26	32.53588
2018-02-27	33.85167
2018-02-28	29.9043
2018-03-01	33.73205
2018-03-02	29.1866
2018-03-03	34.44976
2018-03-04	46.65071
2018-03-05	36.1244
2018-03-06	45.93301
2018-03-07	49.28229
2018-03-08	44.37799
2018-03-09	35.88516
2018-03-10	43.18181
2018-03-11	56.10047
2018-03-12	56.93779
2018-03-13	56.22009
2018-03-14	52.03349
2018-03-15	45.93301
2018-03-16	39.83253
2018-03-17	46.5311
2018-03-18	54.06698
2018-03-19	44.73684
2018-03-20	40.55023
2018-03-21	38.87559
2018-03-22	38.75598
2018-03-23	30.02392
2018-03-24	40.90909
2018-03-25	48.68421
2018-03-26	41.98564
2018-03-27	38.75598
2018-03-28	36.00478
2018-03-29	41.26794
2018-03-30	31.93779
2018-03-31	36.00478
2018-04-01	36.48325
2018-04-02	30.02392
2018-04-03	26.19617
2018-04-04	26.79425
2018-04-05	26.4354
2018-04-06	29.06698
2018-04-07	23.08612
2018-04-08	30.622
2018-04-09	24.04306
2018-04-10	31.69856
2018-04-11	33.61244
2018-04-12	28.58851
2018-04-13	28.11004
2018-04-14	34.21052
2018-04-15	40.90909
2018-04-16	35.04784
2018-04-17	34.80861
2018-04-18	29.9043
2018-04-19	26.55502
2018-04-20	22.00956
2018-04-21	18.89952
2018-04-22	24.40191
2018-04-23	25.11961
2018-04-24	25.0
2018-04-25	24.16267
2018-04-26	21.29186
2018-04-27	19.01913
2018-04-28	20.09569
2018-04-29	16.98564
2018-04-30	17.22488
2018-05-01	19.13875
2018-05-02	17.10526
2018-05-03	19.13875
2018-05-04	19.73684
2018-05-05	18.18181
2018-05-06	19.25837
2018-05-07	19.85645
2018-05-08	18.30143
2018-05-09	23.08612
2018-05-10	21.17224
2018-05-11	16.74641
2018-05-12	24.88038
2018-05-13	19.97607
2018-05-14	17.82296
2018-05-15	12.08133
2018-05-16	12.32057
2018-05-17	8.25358
2018-05-18	8.25358
2018-05-19	8.85167
2018-05-20	11.96172
2018-05-21	10.40669
2018-05-22	14.83253
2018-05-23	9.92822
2018-05-24	10.88516
2018-05-25	6.57894
2018-05-26	6.10047
2018-05-27	8.25358
2018-05-28	6.10047
2018-05-29	3.82775
2018-05-30	4.42583
2018-05-31	5.14354
2018-06-01	3.22966
2018-06-02	2.15311
2018-06-03	2.99043
2018-06-04	2.63157
2018-06-05	1.79425
2018-06-06	2.99043
2018-06-07	1.07655
2018-06-08	2.75119
2018-06-09	2.75119
2018-06-10	3.58851
2018-06-11	3.22966
2018-06-12	1.31578
2018-06-13	2.63157
2018-06-14	2.03349
2018-06-15	2.51196
2018-06-16	3.58851
2018-06-17	2.03349
2018-06-18	4.30622
2018-06-19	2.03349
2018-06-20	1.91387
2018-06-21	1.31578
2018-06-22	1.79425
2018-06-23	0.95693
2018-06-24	1.07655
2018-06-25	1.31578
2018-06-26	0
2018-06-27	0.59808
2018-06-28	1.07655
2018-06-29	0.47846
2018-06-30	1.79425
2018-07-01	1.55502
2018-07-02	1.4354
2018-07-03	1.19617
2018-07-04	0.7177
2018-07-05	0.83732
2018-07-06	0.59808
2018-07-07	1.4354
2018-07-08	1.55502
2018-07-09	1.31578
2018-07-10	0.59808
2018-07-11	1.4354
2018-07-12	1.31578
2018-07-13	0.7177
2018-07-14	0.35885
2018-07-15	0.47846
2018-07-16	0.83732
2018-07-17	0.59808
2018-07-18	0.59808
2018-07-19	0.47846
2018-07-20	0.35885
2018-07-21	0.35885
2018-07-22	0.35885
2018-07-23	0
2018-07-24	0.95693
2018-07-25	1.07655
2018-07-26	1.07655
2018-07-27	0.83732
2018-07-28	0.59808
2018-07-29	0.35885
2018-07-30	1.19617
2018-07-31	0.95693
2018-08-01	1.19617
2018-08-02	0.7177
2018-08-03	0.83732
2018-08-04	0.59808
2018-08-05	1.79425
2018-08-06	1.4354
2018-08-07	0.47846
2018-08-08	0.95693
2018-08-09	1.07655
2018-08-10	1.31578
2018-08-11	1.79425
2018-08-12	1.55502
2018-08-13	2.03349
2018-08-14	1.31578
2018-08-15	2.15311
2018-08-16	2.51196
2018-08-17	3.82775
2018-08-18	4.06698
2018-08-19	5.622
2018-08-20	3.94736
2018-08-21	3.46889
2018-08-22	5.02392
2018-08-23	4.9043
2018-08-24	3.58851
2018-08-25	5.50239
2018-08-26	10.16746
2018-08-27	8.97129
2018-08-28	7.41626
